datetime_utc, _conds, _dewptm, _fog, _hail, _hum, _precipm, _pressurem, _rain, _snow, _tempm, _thunder, _tornado, _wdire
20131201-03:00,Mist,11,0,0,83,,1018,0,0,13,0,0,
20131201-06:00,Haze,12,0,0,37,,1018,0,0,23,0,0,SW
20131201-09:00,Haze,11,0,0,27,,1014,0,0,27,0,0,WNW
20131201-12:00,Haze,14,0,0,37,,1014,0,0,25,0,0,
20131201-18:00,Mist,13,0,0,96,,1017,0,0,14,0,0,
20131201-21:00,Mist,11,0,0,93,,1016,0,0,12,0,0,
20131202-00:00,Mist,11,0,0,95,,1017,0,0,11,0,0,
20131202-03:00,Mist,11,0,0,98,,1019,0,0,12,0,0,
20131202-06:00,Smoke,12,0,0,36,,1018,0,0,24,0,0,ESE
20131202-09:00,Smoke,13,0,0,30,,1014,0,0,28,0,0,SE
20131202-12:00,Haze,14,0,0,48,,1014,0,0,23,0,0,
20131202-15:00,Mist,14,0,0,88,,1015,0,0,15,0,0,
20131202-18:00,Mist,13,0,0,95,,1015,0,0,13,0,0,
20131202-21:00,Patches of Fog,12,1,0,96,,1015,0,0,12,0,0,
20131203-00:00,Patches of Fog,11,1,0,99,,1016,0,0,11,0,0,
20131203-03:00,Patches of Fog,12,1,0,92,,1018,0,0,13,0,0,
20131203-06:00,Haze,12,0,0,36,,1018,0,0,24,0,0,ESE
20131203-09:00,Haze,13,0,0,32,,1015,0,0,27,0,0,
20131203-12:00,Haze,14,0,0,54,,1015,0,0,22,0,0,
20131203-15:00,Mist,14,0,0,87,,1017,0,0,16,0,0,
20131203-18:00,Mist,13,0,0,93,,1018,0,0,14,0,0,
20131203-21:00,Partial Fog,12,1,0,95,,1017,0,0,13,0,0,
20131204-00:00,Partial Fog,11,1,0,97,,1018,0,0,11,0,0,
20131204-03:00,Patches of Fog,12,1,0,95,,1019,0,0,12,0,0,
20131204-06:00,Haze,13,0,0,45,,1019,0,0,22,0,0,West
20131204-09:00,Haze,11,0,0,32,,1016,0,0,25,0,0,NW
20131204-12:00,Smoke,13,0,0,52,,1015,0,0,21,0,0,
20131204-15:00,Mist,14,0,0,94,,1016,0,0,15,0,0,
20131204-18:00,Mist,12,0,0,88,,1016,0,0,14,0,0,
20131205-00:00,Mist,10,0,0,86,,1016,0,0,12,0,0,WSW
20131205-03:00,Mist,11,0,0,83,,1017,0,0,13,0,0,West
20131205-06:00,Haze,13,0,0,56,,1018,0,0,20,0,0,NW
20131205-09:00,Haze,13,0,0,37,,1014,0,0,25,0,0,NW
20131205-12:00,Haze,14,0,0,53,,1013,0,0,21,0,0,
20131205-15:00,Mist,13,0,0,82,,1014,0,0,15,0,0,
20131205-18:00,Mist,12,0,0,86,,1015,0,0,14,0,0,WNW
20131206-00:00,Mist,9,0,0,81,,1013,0,0,11,0,0,West
20131206-03:00,Mist,10,0,0,72,,1015,0,0,13,0,0,WSW
20131206-06:00,Smoke,13,0,0,46,,1016,0,0,21,0,0,West
20131206-09:00,Haze,13,0,0,39,,1013,0,0,25,0,0,West
20131206-12:00,Haze,14,0,0,55,,1012,0,0,21,0,0,
20131206-15:00,Mist,14,0,0,94,,1014,0,0,14,0,0,
20131206-18:00,Mist,13,0,0,98,,1015,0,0,13,0,0,
20131206-21:00,Mist,11,0,0,94,,1014,0,0,11,0,0,
20131207-00:00,Patches of Fog,10,1,0,100,,1014,0,0,10,0,0,
20131207-03:00,Mist,10,0,0,92,,1016,0,0,11,0,0,WSW
20131207-06:00,Haze,13,0,0,53,,1015,0,0,21,0,0,
20131207-09:00,Haze,14,0,0,40,,1013,0,0,25,0,0,NW
20131207-12:00,Smoke,16,0,0,66,,1013,0,0,21,0,0,
20131207-15:00,Mist,15,0,0,99,,1014,0,0,15,0,0,
20131207-18:00,Partial Fog,13,1,0,95,,1015,0,0,13,0,0,
20131207-21:00,Partial Fog,12,1,0,99,,1014,0,0,12,0,0,
20131208-00:00,Partial Fog,10,1,0,99,,1015,0,0,10,0,0,
20131208-03:00,Partial Fog,11,1,0,96,,1016,0,0,12,0,0,
20131208-06:00,Smoke,16,0,0,58,,1015,0,0,22,0,0,
20131208-09:00,Smoke,18,0,0,54,,1012,0,0,26,0,0,
20131208-12:00,Mist,18,0,0,81,,1012,0,0,21,0,0,
20131208-15:00,Mist,15,0,0,91,,1014,0,0,16,0,0,
20131208-18:00,Patches of Fog,13,1,0,95,,1014,0,0,13,0,0,
20131208-21:00,Patches of Fog,12,1,0,95,,1014,0,0,12,0,0,
20131209-00:00,Partial Fog,11,1,0,100,,1014,0,0,11,0,0,
20131209-03:00,Patches of Fog,11,1,0,96,,1015,0,0,12,0,0,
20131209-06:00,Patches of Fog,16,1,0,60,,1015,0,0,22,0,0,NNE
20131209-09:00,Smoke,14,0,0,40,,1011,0,0,25,0,0,West
20131209-12:00,Haze,15,0,0,55,,1011,0,0,21,0,0,
20131209-15:00,Mist,14,0,0,94,,1014,0,0,14,0,0,
20131209-18:00,Patches of Fog,12,1,0,95,,1014,0,0,13,0,0,
20131209-21:00,Patches of Fog,11,1,0,94,,1014,0,0,11,0,0,
20131210-00:00,Patches of Fog,10,1,0,100,,1014,0,0,10,0,0,
20131210-03:00,Patches of Fog,11,1,0,89,,1015,0,0,12,0,0,
20131210-06:00,Smoke,14,0,0,60,,1015,0,0,21,0,0,West
20131210-09:00,Smoke,15,0,0,48,,1012,0,0,24,0,0,WNW
20131210-12:00,Smoke,14,0,0,60,,1012,0,0,21,0,0,
20131210-15:00,Mist,13,0,0,99,,1014,0,0,14,0,0,
20131210-18:00,Patches of Fog,12,1,0,98,,1014,0,0,12,0,0,
20131210-21:00,Patches of Fog,10,1,0,100,,1014,0,0,10,0,0,
20131211-00:00,Patches of Fog,10,1,0,99,,1014,0,0,10,0,0,SW
20131211-03:00,Mist,11,0,0,94,,1016,0,0,12,0,0,
20131211-06:00,Smoke,14,0,0,51,,1016,0,0,22,0,0,WNW
20131211-09:00,Haze,13,0,0,39,,1012,0,0,24,0,0,West
20131211-12:00,Haze,14,0,0,55,,1012,0,0,21,0,0,West
20131211-15:00,Mist,14,0,0,72,,1014,0,0,17,0,0,West
20131211-18:00,Mist,12,0,0,80,,1015,0,0,14,0,0,West
20131211-21:00,Mist,12,0,0,85,,1014,0,0,13,0,0,
20131212-00:00,Mist,11,0,0,86,,1013,0,0,13,0,0,West
20131212-03:00,Mist,11,0,0,80,,1015,0,0,14,0,0,West
20131212-06:00,Haze,13,0,0,52,,1014,0,0,20,0,0,West
20131212-09:00,Blowing Sand,12,0,0,36,,1010,0,0,24,0,0,West
20131212-12:00,Haze,12,0,0,46,,1011,0,0,21,0,0,West
20131212-15:00,Haze,12,0,0,54,,1012,0,0,19,0,0,West
20131212-18:00,Mist,12,0,0,67,,1013,0,0,16,0,0,West
20131212-21:00,Mist,12,0,0,78,,1012,0,0,15,0,0,West
20131213-00:00,Mist,11,0,0,84,,1012,0,0,14,0,0,West
20131213-03:00,Mist,11,0,0,79,,1014,0,0,13,0,0,West
20131213-06:00,Haze,13,0,0,50,,1013,0,0,21,0,0,West
20131213-09:00,Haze,12,0,0,36,,1010,0,0,24,0,0,WNW
20131213-12:00,Haze,12,0,0,45,,1010,0,0,22,0,0,West
20131213-15:00,Mist,13,0,0,85,,1012,0,0,14,0,0,
20131213-18:00,Mist,12,0,0,95,,1013,0,0,12,0,0,
20131214-00:00,Patches of Fog,10,1,0,100,,1012,0,0,10,0,0,
20131214-06:00,Haze,13,0,0,52,,1014,0,0,20,0,0,NW
20131214-09:00,Haze,15,0,0,45,,1010,0,0,25,0,0,
20131214-12:00,Haze,14,0,0,57,,1011,0,0,21,0,0,
20131214-15:00,Mist,14,0,0,100,,1013,0,0,14,0,0,
20131214-18:00,Patches of Fog,12,1,0,100,,1014,0,0,12,0,0,
20131214-21:00,Mist,11,0,0,99,,1014,0,0,11,0,0,ESE
20131215-00:00,Patches of Fog,10,1,0,100,,1014,0,0,10,0,0,
20131215-03:00,Patches of Fog,12,1,0,100,,1016,0,0,12,0,0,East
20131215-06:00,Mist,15,0,0,67,,1017,0,0,20,0,0,East
20131215-09:00,Smoke,17,0,0,58,,1014,0,0,24,0,0,ESE
20131215-12:00,Mist,16,0,0,71,,1013,0,0,20,0,0,
20131215-15:00,Mist,14,0,0,96,,1016,0,0,14,0,0,
20131215-18:00,Partial Fog,13,1,0,98,,1016,0,0,13,0,0,
20131215-21:00,Partial Fog,11,1,0,100,,1015,0,0,11,0,0,
20131216-00:00,Partial Fog,10,1,0,98,,1015,0,0,10,0,0,
20131216-03:00,Partial Fog,10,1,0,100,,1017,0,0,10,0,0,
20131216-06:00,Patches of Fog,16,1,0,72,,1018,0,0,19,0,0,SW
20131216-09:00,Smoke,18,0,0,64,,1014,0,0,24,0,0,East
20131216-12:00,Patches of Fog,17,1,0,82,,1013,0,0,19,0,0,
20131216-15:00,Partial Fog,15,1,0,100,,1016,0,0,15,0,0,
20131216-18:00,Partial Fog,13,1,0,100,,1016,0,0,13,0,0,
20131216-21:00,Partial Fog,12,1,0,100,,1016,0,0,12,0,0,
20131217-00:00,Heavy Fog,11,1,0,98,,1015,0,0,11,0,0,ESE
20131217-03:00,Heavy Fog,13,1,0,99,,1016,0,0,13,0,0,
20131217-06:00,Partial Fog,16,1,0,99,,1016,0,0,16,0,0,
20131217-09:00,Partial Fog,17,1,0,70,,1013,0,0,22,0,0,NNW
20131217-12:00,Partial Fog,17,1,0,83,,1012,0,0,19,0,0,
20131217-15:00,Partial Fog,14,1,0,96,,1014,0,0,14,0,0,
20131217-18:00,Partial Fog,12,1,0,98,,1014,0,0,12,0,0,
20131217-21:00,Partial Fog,11,1,0,100,,1014,0,0,11,0,0,
20131218-00:00,Partial Fog,10,1,0,98,,1013,0,0,10,0,0,
20131218-03:00,Heavy Fog,12,1,0,100,,1015,0,0,12,0,0,
20131218-06:00,Heavy Fog,16,1,0,100,,1015,0,0,16,0,0,East
20131218-09:00,Patches of Fog,17,1,0,68,,1011,0,0,22,0,0,ESE
20131218-12:00,Patches of Fog,17,1,0,82,,1011,0,0,19,0,0,
20131218-15:00,Patches of Fog,14,1,0,96,,1012,0,0,15,0,0,
20131218-18:00,Patches of Fog,13,1,0,100,,1012,0,0,13,0,0,
20131218-21:00,Patches of Fog,12,1,0,100,,1012,0,0,12,0,0,
20131219-00:00,Patches of Fog,12,1,0,98,,1012,0,0,12,0,0,
20131219-03:00,Heavy Fog,13,1,0,100,,1013,0,0,13,0,0,East
20131219-06:00,Patches of Fog,15,1,0,83,,1013,0,0,17,0,0,ESE
20131219-09:00,Smoke,17,0,0,70,,1011,0,0,22,0,0,NE
20131219-12:00,Smoke,17,0,0,75,,1011,0,0,20,0,0,
20131219-15:00,Mist,16,0,0,92,,1014,0,0,16,0,0,
20131219-18:00,Mist,15,0,0,99,,1015,0,0,15,0,0,East
20131219-21:00,Partial Fog,13,1,0,96,,1014,0,0,14,0,0,
20131220-00:00,Partial Fog,13,1,0,99,,1015,0,0,14,0,0,
20131220-03:00,Partial Fog,13,1,0,100,,1017,0,0,13,0,0,
20131220-06:00,Patches of Fog,15,1,0,80,,1017,0,0,17,0,0,NNE
20131220-09:00,Mist,16,0,0,74,,1014,0,0,20,0,0,North
20131220-12:00,Mist,16,0,0,86,,1014,0,0,17,0,0,NW
20131220-15:00,Mist,15,0,0,99,,1017,0,0,15,0,0,WNW
20131220-18:00,Patches of Fog,14,1,0,96,,1017,0,0,14,0,0,NW
20131220-21:00,Patches of Fog,13,1,0,97,,1017,0,0,13,0,0,NW
20131221-00:00,Patches of Fog,13,1,0,95,,1016,0,0,13,0,0,NW
20131221-03:00,Patches of Fog,13,1,0,93,,1018,0,0,14,0,0,
20131221-06:00,Patches of Fog,14,1,0,92,,1019,0,0,15,0,0,
20131221-09:00,Partial Fog,15,1,0,94,,1016,0,0,16,0,0,
20131221-12:00,Heavy Fog,15,1,0,96,,1015,0,0,16,0,0,
20131221-15:00,Heavy Fog,15,1,0,94,,1017,0,0,16,0,0,
20131221-18:00,Patches of Fog,14,1,0,92,,1018,0,0,15,0,0,
20131221-21:00,Patches of Fog,12,1,0,96,,1017,0,0,13,0,0,
20131222-00:00,Heavy Fog,14,1,0,96,,1017,0,0,14,0,0,
20131222-03:00,Heavy Fog,14,1,0,96,,1019,0,0,15,0,0,
20131222-06:00,Heavy Fog,16,1,0,91,,1020,0,0,17,0,0,
20131222-09:00,Heavy Fog,15,1,0,85,,1018,0,0,17,0,0,NNE
20131222-12:00,Patches of Fog,16,1,0,91,,1017,0,0,17,0,0,
20131222-15:00,Patches of Fog,15,1,0,93,,1018,0,0,15,0,0,
20131222-18:00,Patches of Fog,13,1,0,100,,1019,0,0,13,0,0,West
20131222-21:00,Patches of Fog,14,1,0,100,,1019,0,0,14,0,0,
20131223-00:00,Patches of Fog,13,1,0,99,,1019,0,0,13,0,0,WNW
20131223-03:00,Patches of Fog,13,1,0,95,,1021,0,0,13,0,0,West
20131223-06:00,Mist,13,0,0,74,,1021,0,0,16,0,0,West
20131223-09:00,Smoke,13,0,0,65,,1019,0,0,18,0,0,WNW
20131223-12:00,Mist,14,0,0,80,,1019,0,0,17,0,0,West
20131223-15:00,Mist,14,0,0,97,,1021,0,0,14,0,0,SW
20131223-18:00,Mist,12,0,0,96,,1022,0,0,12,0,0,
20131223-21:00,Partial Fog,11,1,0,100,,1022,0,0,11,0,0,
20131224-00:00,Partial Fog,10,1,0,98,,1022,0,0,10,0,0,
20131224-03:00,Partial Fog,10,1,0,98,,1024,0,0,10,0,0,West
20131224-06:00,Patches of Fog,11,1,0,69,,1023,0,0,16,0,0,West
20131224-09:00,Patches of Fog,13,1,0,59,,1020,0,0,20,0,0,NW
20131224-12:00,Mist,13,0,0,70,,1019,0,0,17,0,0,WNW
20131224-15:00,Mist,12,0,0,95,,1021,0,0,12,0,0,
20131224-18:00,Mist,11,0,0,92,,1021,0,0,12,0,0,
20131224-21:00,Partial Fog,10,1,0,97,,1021,0,0,11,0,0,
20131225-00:00,Mist,7,0,0,87,,1021,0,0,9,0,0,West
20131225-03:00,Mist,7,0,0,78,,1022,0,0,9,0,0,West
20131225-06:00,Smoke,8,0,0,40,,1022,0,0,18,0,0,West
20131225-09:00,Blowing Sand,7,0,0,32,,1019,0,0,20,0,0,West
20131225-12:00,Haze,10,0,0,49,,1019,0,0,18,0,0,
20131225-15:00,Smoke,8,0,0,,,1020,0,0,,0,0,North
20131225-18:00,Mist,8,0,0,,,1021,0,0,,0,0,
20131225-21:00,Mist,8,0,0,93,,1021,0,0,8,0,0,
20131226-00:00,Partial Fog,6,1,0,93,,1019,0,0,7,0,0,
20131226-03:00,Mist,6,0,0,74,,1021,0,0,9,0,0,
20131226-06:00,Haze,7,0,0,41,,1021,0,0,17,0,0,NW
20131226-09:00,Smoke,7,0,0,32,,1018,0,0,20,0,0,West
20131226-12:00,Haze,9,0,0,42,,1017,0,0,18,0,0,WNW
20131226-15:00,Mist,8,0,0,75,,1019,0,0,10,0,0,
20131226-18:00,Mist,8,0,0,95,,1020,0,0,8,0,0,
20131226-21:00,Mist,6,0,0,89,,1019,0,0,8,0,0,
20131227-00:00,Mist,7,0,0,84,,1018,0,0,9,0,0,
20131227-03:00,Light Drizzle,10,0,0,92,,1020,1,0,10,0,0,
20131227-06:00,Smoke,10,0,0,62,,1020,0,0,15,0,0,SW
20131227-09:00,Smoke,10,0,0,52,,1018,0,0,17,0,0,
20131227-12:00,Mist,12,0,0,71,,1017,0,0,15,0,0,
20131227-15:00,Mist,9,0,0,88,,1018,0,0,11,0,0,WNW
20131227-18:00,Patches of Fog,9,1,0,94,,1019,0,0,9,0,0,
20131227-21:00,Mist,8,0,0,96,,1019,0,0,9,0,0,
20131228-00:00,Mist,5,0,0,91,,1018,0,0,6,0,0,
20131228-03:00,Mist,6,0,0,89,,1020,0,0,6,0,0,West
20131228-06:00,Smoke,6,0,0,39,,1020,0,0,16,0,0,NW
20131228-09:00,Haze,6,0,0,31,,1018,0,0,20,0,0,NW
20131228-12:00,Haze,7,0,0,40,,1017,0,0,17,0,0,WNW
20131228-15:00,Mist,7,0,0,80,,1020,0,0,9,0,0,
20131228-18:00,Mist,6,0,0,92,,1021,0,0,7,0,0,
20131228-21:00,Mist,5,0,0,98,,1020,0,0,6,0,0,WNW
20131229-00:00,Mist,4,0,0,90,,1018,0,0,5,0,0,WSW
20131229-03:00,Patches of Fog,5,1,0,85,,1021,0,0,6,0,0,West
20131229-06:00,Smoke,8,0,0,46,,1020,0,0,16,0,0,West
20131229-09:00,Smoke,7,0,0,35,,1017,0,0,19,0,0,NW
20131229-12:00,Haze,7,0,0,45,,1017,0,0,16,0,0,WNW
20131229-15:00,,3,0,0,,,1018,0,0,,0,0,North
20131229-18:00,Mist,5,0,0,85,,1019,0,0,7,0,0,
20131229-21:00,Partial Fog,5,1,0,100,,1018,0,0,5,0,0,
20131230-00:00,Partial Fog,4,1,0,99,,1018,0,0,4,0,0,
20131230-03:00,Partial Fog,4,1,0,100,,1021,0,0,4,0,0,
20131230-06:00,Haze,8,0,0,44,,1020,0,0,17,0,0,SE
20131230-09:00,Haze,9,0,0,43,,1017,0,0,19,0,0,SE
20131230-12:00,Light Drizzle,10,0,0,54,,1016,1,0,17,0,0,SE
20131230-15:00,Light Rain,14,0,0,100,,1017,1,0,14,0,0,East
20131230-18:00,Mist,12,0,0,98,,1018,0,0,12,0,0,ESE
20131230-21:00,Mist,12,0,0,98,,1018,0,0,12,0,0,ESE
20131231-00:00,Mist,12,0,0,99,,1018,0,0,12,0,0,ESE
20131231-03:00,Mist,12,0,0,92,,1021,0,0,13,0,0,SE
20131231-06:00,Light Drizzle,12,0,0,79,,1022,1,0,14,0,0,ESE
20131231-09:00,Mist,14,0,0,77,,1021,0,0,17,0,0,East
20131231-12:00,Mist,14,0,0,86,,1019,0,0,16,0,0,ESE
20131231-15:00,Mist,14,0,0,91,,1021,0,0,15,0,0,
20131231-18:00,Mist,14,0,0,92,,1021,0,0,15,0,0,WNW
20131231-21:00,Mist,13,0,0,99,,1021,0,0,14,0,0,
20140101-00:00,Mist,13,0,0,98,,1020,0,0,13,0,0,WNW
20140101-03:00,Heavy Fog,12,1,0,100,,1022,0,0,12,0,0,West
20140101-06:00,Partial Fog,14,1,0,86,,1023,0,0,16,0,0,West
20140101-09:00,Mist,14,0,0,70,,1020,0,0,18,0,0,NW
20140101-12:00,Mist,14,0,0,83,,1020,0,0,16,0,0,WNW
20140101-15:00,Mist,11,0,0,84,,1021,0,0,13,0,0,West
20140101-18:00,Mist,10,0,0,98,,1021,0,0,10,0,0,WNW
20140101-21:00,Patches of Fog,9,1,0,98,,1021,0,0,9,0,0,WNW
20140102-00:00,Patches of Fog,7,1,0,100,,1021,0,0,7,0,0,West
20140102-03:00,Partial Fog,6,1,0,94,,1022,0,0,6,0,0,West
20140102-06:00,Smoke,8,0,0,53,,1022,0,0,14,0,0,WSW
20140102-09:00,Haze,8,0,0,41,,1020,0,0,18,0,0,West
20140102-12:00,Haze,11,0,0,65,,1019,0,0,16,0,0,West
20140102-15:00,Mist,10,0,0,90,,1020,0,0,11,0,0,West
20140102-18:00,Mist,7,0,0,91,,1019,0,0,9,0,0,West
20140102-21:00,Mist,6,0,0,93,,1019,0,0,7,0,0,
20140103-00:00,Patches of Fog,6,1,0,100,,1019,0,0,6,0,0,West
20140103-03:00,Mist,5,0,0,82,,1020,0,0,6,0,0,
20140103-06:00,Smoke,7,0,0,41,,1020,0,0,16,0,0,West
20140103-09:00,Haze,9,0,0,41,,1017,0,0,19,0,0,West
20140103-12:00,Haze,10,0,0,55,,1016,0,0,17,0,0,WSW
20140103-15:00,Mist,11,0,0,86,,1017,0,0,13,0,0,
20140103-18:00,Mist,11,0,0,96,,1017,0,0,12,0,0,
20140103-21:00,Patches of Fog,11,1,0,98,,1016,0,0,11,0,0,
20140104-00:00,Patches of Fog,8,1,0,100,,1017,0,0,8,0,0,
20140104-03:00,Partial Fog,10,1,0,100,,1018,0,0,10,0,0,
20140104-06:00,Patches of Fog,11,1,0,67,,1019,0,0,16,0,0,NE
20140104-09:00,Smoke,13,0,0,66,,1015,0,0,18,0,0,ENE
20140104-12:00,Patches of Fog,14,1,0,82,,1014,0,0,17,0,0,
20140104-15:00,Partial Fog,12,1,0,95,,1016,0,0,13,0,0,
20140104-18:00,Partial Fog,11,1,0,97,,1016,0,0,11,0,0,
20140104-21:00,Heavy Fog,10,1,0,98,,1015,0,0,10,0,0,
20140105-00:00,Heavy Fog,10,1,0,100,,1015,0,0,10,0,0,
20140105-03:00,Heavy Fog,9,1,0,96,,1016,0,0,9,0,0,
20140105-06:00,Partial Fog,13,1,0,74,,1016,0,0,16,0,0,WNW
20140105-09:00,Patches of Fog,14,1,0,69,,1013,0,0,19,0,0,
20140105-12:00,Patches of Fog,13,1,0,75,,1012,0,0,17,0,0,
20140105-15:00,Partial Fog,11,1,0,98,,1014,0,0,11,0,0,
20140105-18:00,Heavy Fog,9,1,0,100,,1015,0,0,9,0,0,
20140105-21:00,Heavy Fog,8,1,0,100,,1015,0,0,8,0,0,
20140106-00:00,Heavy Fog,9,1,0,100,,1015,0,0,9,0,0,WSW
20140106-03:00,Heavy Fog,8,1,0,99,,1018,0,0,8,0,0,West
20140106-06:00,Patches of Fog,10,1,0,74,,1019,0,0,13,0,0,WSW
20140106-09:00,Smoke,11,0,0,56,,1017,0,0,17,0,0,West
20140106-12:00,Mist,12,0,0,76,,1017,0,0,15,0,0,West
20140106-15:00,Partial Fog,9,1,0,100,,1018,0,0,9,0,0,
20140106-18:00,Patches of Fog,8,1,0,99,,1019,0,0,9,0,0,SW
20140106-21:00,Patches of Fog,9,1,0,,,1018,0,0,,0,0,
20140107-00:00,Partial Fog,7,1,0,,,1017,0,0,,0,0,
20140107-03:00,Partial Fog,7,1,0,98,,1018,0,0,7,0,0,West
20140107-06:00,Smoke,9,0,0,54,,1019,0,0,16,0,0,WSW
20140107-09:00,Smoke,8,0,0,38,,1016,0,0,19,0,0,West
20140107-12:00,Smoke,8,0,0,41,,1017,0,0,18,0,0,WNW
20140107-15:00,Mist,8,0,0,81,,1018,0,0,10,0,0,
20140107-18:00,Mist,8,0,0,95,,1019,0,0,8,0,0,
20140107-21:00,Patches of Fog,7,1,0,99,,1018,0,0,7,0,0,
20140108-00:00,Patches of Fog,5,1,0,99,,1018,0,0,5,0,0,
20140108-03:00,Partial Fog,6,1,0,100,,1020,0,0,6,0,0,
20140108-06:00,Smoke,9,0,0,47,,1019,0,0,18,0,0,SSW
20140108-09:00,Smoke,9,0,0,36,,1016,0,0,21,0,0,SSE
20140108-12:00,Smoke,10,0,0,51,,1016,0,0,18,0,0,
20140108-15:00,Mist,9,0,0,88,,1018,0,0,10,0,0,
20140108-18:00,Partial Fog,8,1,0,96,,1018,0,0,9,0,0,
20140108-21:00,Heavy Fog,8,1,0,98,,1018,0,0,8,0,0,
20140109-00:00,Heavy Fog,9,1,0,99,,1017,0,0,9,0,0,
20140109-03:00,Heavy Fog,8,1,0,100,,1018,0,0,8,0,0,
20140109-06:00,Patches of Fog,12,1,0,73,,1019,0,0,15,0,0,
20140109-09:00,Smoke,11,0,0,57,,1016,0,0,18,0,0,NNE
20140109-12:00,Patches of Fog,12,1,0,72,,1015,0,0,16,0,0,
20140109-15:00,Partial Fog,11,1,0,97,,1017,0,0,11,0,0,
20140110-00:00,Heavy Fog,7,1,0,98,,1017,0,0,7,0,0,
20140110-03:00,Partial Fog,6,1,0,96,,1018,0,0,7,0,0,
20140110-06:00,Patches of Fog,11,1,0,67,,1018,0,0,15,0,0,
20140110-09:00,Smoke,14,0,0,61,,1015,0,0,20,0,0,
20140110-12:00,Partial Fog,13,1,0,74,,1015,0,0,17,0,0,
20140110-15:00,Partial Fog,12,1,0,98,,1016,0,0,12,0,0,
20140110-18:00,Partial Fog,11,1,0,100,,1017,0,0,11,0,0,
20140110-21:00,Patches of Fog,9,1,0,89,,1017,0,0,10,0,0,
20140111-00:00,Partial Fog,8,1,0,100,,1018,0,0,8,0,0,West
20140111-03:00,Partial Fog,8,1,0,99,,1019,0,0,8,0,0,West
20140111-06:00,Patches of Fog,10,1,0,70,,1020,0,0,14,0,0,WNW
20140111-09:00,Haze,10,0,0,49,,1018,0,0,18,0,0,WNW
20140111-12:00,Haze,12,0,0,63,,1019,0,0,17,0,0,West
20140111-15:00,Mist,10,0,0,88,,1021,0,0,12,0,0,
20140111-18:00,Patches of Fog,10,1,0,93,,1021,0,0,11,0,0,
20140111-21:00,Patches of Fog,9,1,0,99,,1021,0,0,9,0,0,
20140112-00:00,Patches of Fog,8,1,0,98,,1021,0,0,8,0,0,
20140112-03:00,Patches of Fog,8,1,0,100,,1023,0,0,8,0,0,West
20140112-06:00,Smoke,11,0,0,56,,1022,0,0,17,0,0,WNW
20140112-09:00,Smoke,11,0,0,49,,1019,0,0,20,0,0,SW
20140112-12:00,Smoke,12,0,0,59,,1019,0,0,18,0,0,West
20140112-15:00,Mist,12,0,0,89,,1021,0,0,13,0,0,
20140112-18:00,Mist,10,0,0,96,,1021,0,0,10,0,0,
20140112-21:00,Partial Fog,9,1,0,100,,1020,0,0,9,0,0,
20140113-00:00,Heavy Fog,9,1,0,100,,1020,0,0,9,0,0,
20140113-03:00,Mist,8,0,0,97,,1021,0,0,8,0,0,
20140113-06:00,Smoke,10,0,0,49,,1021,0,0,18,0,0,
20140113-09:00,Smoke,8,0,0,31,,1018,0,0,21,0,0,West
20140113-12:00,Smoke,9,0,0,44,,1018,0,0,19,0,0,
20140113-15:00,Mist,11,0,0,72,,1019,0,0,14,0,0,
20140113-18:00,Mist,10,0,0,89,,1019,0,0,12,0,0,
20140113-21:00,Mist,10,0,0,97,,1019,0,0,11,0,0,
20140114-00:00,Patches of Fog,10,1,0,100,,1017,0,0,10,0,0,
20140114-03:00,Partial Fog,9,1,0,95,,1019,0,0,10,0,0,
20140114-06:00,Smoke,10,0,0,50,,1019,0,0,18,0,0,
20140114-09:00,Haze,8,0,0,30,,1015,0,0,22,0,0,NW
20140114-12:00,Haze,12,0,0,51,,1015,0,0,19,0,0,
20140114-15:00,Mist,15,0,0,93,,1016,0,0,15,0,0,SE
20140114-18:00,Mist,13,0,0,95,,1017,0,0,13,0,0,SE
20140114-21:00,Partial Fog,12,1,0,100,,1018,0,0,12,0,0,East
20140115-00:00,Partial Fog,11,1,0,98,,1018,0,0,11,0,0,
20140115-03:00,Heavy Fog,11,1,0,98,,1020,0,0,11,0,0,
20140115-06:00,Heavy Fog,11,1,0,92,,1021,0,0,12,0,0,
20140115-09:00,Partial Fog,13,1,0,86,,1019,0,0,15,0,0,
20140115-12:00,Heavy Fog,13,1,0,82,,1019,0,0,15,0,0,
20140115-15:00,Patches of Fog,10,1,0,92,,1020,0,0,11,0,0,
20140115-18:00,Partial Fog,10,1,0,100,,1021,0,0,10,0,0,
20140115-21:00,Heavy Fog,11,1,0,100,,1020,0,0,11,0,0,WNW
20140116-00:00,Heavy Fog,11,1,0,99,,1019,0,0,11,0,0,NNW
20140116-03:00,Heavy Fog,10,1,0,99,,1021,0,0,11,0,0,WSW
20140116-06:00,Patches of Fog,11,1,0,72,,1021,0,0,15,0,0,
20140116-12:00,Patches of Fog,13,1,0,79,,1018,0,0,15,0,0,
20140116-15:00,Partial Fog,12,1,0,92,,1019,0,0,13,0,0,
20140116-18:00,Partial Fog,11,1,0,95,,1020,0,0,11,0,0,
20140116-21:00,Heavy Fog,10,1,0,98,,1019,0,0,10,0,0,
20140117-00:00,Heavy Fog,9,1,0,100,,1019,0,0,9,0,0,
20140117-03:00,Heavy Fog,12,1,0,99,,1020,0,0,12,0,0,
20140117-06:00,Mist,11,0,0,89,,1021,0,0,12,0,0,ESE
